JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
592,53,14,3/20/2023,ProductPage,Click,250
593,68,11,1/20/2024,Checkout,Purchase,201
594,55,1,5/27/2025,Homepage,Click,88
595,100,8,4/17/2025,homepage,Click,95
596,54,20,3/16/2024,ProductPage,Click,18
597,69,16,3/24/2025,productpage,Click,280
598,68,1,9/26/2025,Homepage,View,135
599,80,16,11/12/2025,homepage,View,229
600,21,11,3/16/2023,Homepage,View,123
601,67,1,1/1/2024,ProductPage,View,15
602,13,13,11/5/2024,Homepage,View,98
603,59,7,5/14/2025,Homepage,View,214
604,45,16,7/30/2025,productpage,View,261
605,91,4,7/27/2025,ProductPage,View,252
606,74,3,4/26/2023,ProductPage,View,108
607,38,18,12/10/2023,Checkout,Drop-off,NULL
608,74,3,12/10/2024,ProductPage,View,201
609,36,14,12/23/2023,ProductPage,View,117
610,13,6,2/24/2023,Checkout,Drop-off,NULL
611,11,13,8/30/2025,ProductPage,View,196
612,75,4,5/26/2025,ProductPage,View,106
613,10,7,10/17/2023,Homepage,View,245
614,52,3,10/10/2025,Homepage,Click,170
615,44,11,11/28/2025,Homepage,Click,245
616,64,16,3/7/2023,Checkout,Purchase,214
617,69,8,8/21/2024,ProductPage,View,228
618,34,20,10/7/2024,Homepage,View,103
619,23,10,3/21/2023,ProductPage,View,300
620,99,1,7/5/2024,ProductPage,View,226
621,66,8,8/11/2023,Homepage,View,137
622,72,8,7/19/2023,Homepage,View,169
623,58,20,1/23/2024,ProductPage,View,184
624,46,17,2/17/2024,Homepage,View,33
625,57,1,6/15/2023,ProductPage,View,198
626,75,10,9/16/2023,Checkout,Drop-off,NULL
627,94,7,9/9/2024,ProductPage,View,271
628,38,3,2/8/2024,Checkout,Drop-off,NULL
629,96,2,10/9/2025,ProductPage,View,196
630,63,7,3/14/2025,Homepage,Click,134
631,30,4,9/28/2025,Homepage,View,221
632,53,3,7/11/2024,Homepage,View,227
633,30,3,2/26/2023,Checkout,Drop-off,NULL
634,84,5,12/20/2025,homepage,Click,198
635,87,1,4/16/2025,Checkout,Purchase,93
636,18,12,7/19/2023,Checkout,Drop-off,NULL
637,12,20,8/26/2024,Homepage,View,122
638,46,11,1/27/2023,Homepage,Click,244
639,31,7,6/21/2024,ProductPage,Click,283
640,61,15,11/12/2024,ProductPage,Click,255
641,88,3,12/15/2023,Homepage,Click,61
642,16,15,11/16/2025,ProductPage,Click,248
643,59,16,2/15/2023,ProductPage,Click,136
644,67,10,5/5/2024,Homepage,Click,95
645,76,2,6/19/2023,Checkout,Purchase,108
646,68,20,11/4/2025,Homepage,View,62
647,15,2,9/22/2024,Homepage,View,96
648,93,20,1/13/2025,homepage,View,205
649,63,16,12/12/2025,Homepage,View,24
650,10,8,6/17/2025,Homepage,View,257
651,97,13,6/7/2024,ProductPage,View,13
652,95,9,3/31/2023,Homepage,Click,175
653,18,16,4/19/2024,productpage,Click,147
654,56,17,3/12/2024,ProductPage,Click,267
655,74,5,2/11/2024,ProductPage,Click,194
656,84,2,10/31/2025,ProductPage,Drop-off,NULL
657,55,13,4/8/2023,ProductPage,View,105
658,92,9,7/1/2023,ProductPage,View,29
659,70,17,5/20/2025,Checkout,Drop-off,NULL
660,38,4,1/29/2024,Homepage,View,172
661,68,12,4/26/2025,ProductPage,View,149
662,73,6,4/26/2023,ProductPage,View,195
663,72,6,6/16/2025,Checkout,Drop-off,NULL
664,41,18,1/30/2025,ProductPage,View,59
665,64,19,3/24/2025,Homepage,View,114
666,67,13,3/24/2025,Homepage,View,172
667,55,1,1/28/2023,ProductPage,View,204
668,92,3,4/19/2023,checkout,Drop-off,NULL
669,52,5,3/1/2023,Homepage,View,173
670,15,18,2/28/2024,productpage,View,88
671,13,8,12/12/2023,homepage,View,263
672,23,11,6/15/2024,Homepage,Click,26
673,80,1,4/2/2023,Homepage,View,169
674,90,12,6/3/2024,Homepage,Click,83
675,35,4,1/3/2024,Homepage,View,268
676,67,8,1/15/2023,ProductPage,View,91
677,83,8,12/23/2025,Homepage,Click,262
678,48,19,8/30/2025,Homepage,Click,161
679,97,14,8/19/2023,Checkout,Purchase,156
680,86,13,10/3/2023,Checkout,Drop-off,NULL
681,81,16,1/15/2023,Homepage,Click,290
682,5,4,4/20/2023,ProductPage,Click,127
683,35,19,4/28/2024,Homepage,View,221
684,61,2,5/27/2023,Checkout,Drop-off,NULL
685,1,12,7/11/2023,Homepage,View,22
686,68,4,7/29/2024,Homepage,View,90
687,90,6,9/24/2023,Homepage,View,10
688,18,7,5/6/2025,Homepage,View,23
689,23,5,1/9/2024,Checkout,Drop-off,NULL
690,47,20,1/29/2023,Checkout,Drop-off,NULL
691,42,1,4/29/2025,ProductPage,View,196
692,20,8,4/19/2023,ProductPage,View,16
693,98,16,4/27/2025,ProductPage,View,242
694,83,10,10/3/2025,ProductPage,View,138
695,37,3,8/31/2025,Homepage,View,268
696,61,16,4/19/2023,ProductPage,View,179
697,44,15,9/9/2024,Checkout,Drop-off,NULL
698,75,5,1/19/2025,ProductPage,View,287
699,39,15,1/31/2024,Homepage,View,168
700,77,20,9/21/2023,Checkout,Drop-off,NULL
701,60,1,12/5/2024,ProductPage,View,163
702,13,2,1/28/2023,ProductPage,View,161
703,60,16,8/30/2023,Homepage,View,23
704,14,13,8/24/2023,Checkout,Drop-off,NULL
705,26,2,1/1/2025,ProductPage,View,124
706,96,1,5/18/2025,Homepage,View,98
707,69,4,2/29/2024,Homepage,Click,199
708,63,16,11/24/2023,Homepage,Click,145
709,6,13,4/28/2024,Homepage,Click,196
710,82,19,7/28/2024,Homepage,View,252
711,87,6,7/11/2023,ProductPage,View,108
712,56,17,9/6/2025,Homepage,Click,26
713,45,15,10/6/2025,Homepage,View,22
714,86,18,4/23/2024,ProductPage,View,183
715,87,4,7/3/2025,Homepage,View,69
716,93,6,6/29/2023,ProductPage,View,35
717,33,11,6/20/2023,Checkout,Drop-off,NULL
718,60,13,9/22/2023,Homepage,Click,179
719,91,18,2/18/2024,Homepage,View,182
720,16,11,9/3/2023,Homepage,View,195
721,68,9,2/14/2024,ProductPage,View,163
722,48,6,8/4/2024,ProductPage,View,14
723,80,7,5/9/2024,Homepage,View,258
724,26,19,8/25/2024,Homepage,Click,286
725,58,16,4/28/2025,ProductPage,Click,45
726,32,2,12/3/2024,homepage,Click,118
727,48,19,2/15/2023,Homepage,View,98
728,29,19,9/12/2024,Homepage,View,159
729,59,13,1/21/2023,ProductPage,View,139
730,23,13,6/10/2023,Checkout,Drop-off,NULL
731,30,9,6/18/2023,productpage,View,49
732,68,16,3/12/2023,ProductPage,View,213
733,83,16,9/28/2023,ProductPage,View,262
734,73,12,1/28/2023,Homepage,View,175
735,73,17,8/17/2024,homepage,View,254
736,24,3,12/25/2024,ProductPage,View,226
737,46,14,9/5/2024,Checkout,Drop-off,NULL
738,73,3,11/16/2025,ProductPage,View,274
739,32,7,5/28/2023,Checkout,Drop-off,NULL
740,66,6,5/3/2025,Homepage,Click,16
741,49,1,11/4/2025,ProductPage,Click,35
742,8,9,6/4/2023,Homepage,View,79
743,20,17,4/7/2025,ProductPage,View,283
744,78,1,6/27/2024,Checkout,Drop-off,NULL
745,44,1,6/15/2023,Homepage,Click,115
746,32,20,8/25/2024,Homepage,View,127
747,61,10,12/28/2025,Homepage,View,184
748,10,16,11/16/2023,Homepage,View,246
749,86,17,6/18/2023,Checkout,Drop-off,NULL
750,26,8,2/19/2025,Checkout,Drop-off,NULL
751,39,3,5/20/2024,Checkout,Drop-off,NULL
752,71,20,6/29/2024,Homepage,View,178
753,62,5,9/5/2025,Homepage,View,84
754,23,2,8/17/2025,Homepage,View,168
755,87,4,7/15/2023,ProductPage,View,111
756,13,3,8/20/2024,Checkout,Drop-off,NULL
757,65,4,7/4/2025,Homepage,View,153
758,39,19,6/7/2024,Checkout,Drop-off,NULL
759,25,19,10/31/2024,ProductPage,View,87
760,14,3,4/22/2024,ProductPage,View,227
761,68,11,8/6/2025,Checkout,Drop-off,NULL
762,1,19,6/7/2024,Checkout,Drop-off,NULL
763,84,7,5/10/2023,ProductPage,View,15
764,28,6,7/28/2023,Homepage,View,271
765,70,3,5/28/2024,ProductPage,View,87
766,15,7,7/4/2025,Checkout,Drop-off,NULL
767,32,20,6/13/2024,homepage,View,191
768,70,19,12/20/2025,checkout,Drop-off,NULL
769,60,5,3/21/2025,Homepage,View,12
770,62,1,2/2/2025,Homepage,Click,113
771,67,10,12/11/2024,productpage,Drop-off,NULL
772,45,12,5/22/2024,ProductPage,View,252
773,28,10,2/10/2025,ProductPage,View,102
774,76,3,9/23/2024,Checkout,Drop-off,NULL
775,75,4,7/10/2023,ProductPage,View,224
776,83,16,7/21/2025,Checkout,Drop-off,NULL
777,81,17,6/8/2024,Homepage,View,210
778,25,10,2/19/2025,ProductPage,View,264
779,18,1,2/29/2024,Homepage,Click,113
780,67,4,1/3/2024,ProductPage,Click,131
781,99,2,7/14/2024,Homepage,Click,233
782,94,7,7/10/2024,Homepage,View,230
783,76,6,2/8/2025,Homepage,View,22
784,96,16,9/20/2024,Homepage,View,13
785,21,14,3/31/2024,Checkout,Drop-off,NULL
786,38,8,1/4/2024,Checkout,Drop-off,NULL
787,13,2,3/23/2024,ProductPage,View,118
788,96,13,11/1/2025,Checkout,Drop-off,NULL
789,12,7,10/22/2023,Homepage,Click,246
790,81,9,12/3/2023,Homepage,Click,187
791,69,5,6/14/2025,Homepage,View,111
792,72,4,12/29/2024,Homepage,View,294
793,22,13,9/24/2025,Homepage,View,238
794,57,7,9/14/2025,Checkout,Drop-off,NULL
795,64,1,1/13/2023,Homepage,View,118
796,34,14,6/6/2024,ProductPage,View,277
797,85,10,10/31/2023,Checkout,Drop-off,NULL
798,38,18,11/30/2023,Checkout,Drop-off,NULL
799,95,8,5/26/2024,Homepage,View,204
800,97,1,4/5/2023,Checkout,Drop-off,NULL
801,42,17,3/2/2025,ProductPage,View,282
802,61,8,5/6/2025,Homepage,View,257
803,79,9,10/7/2025,ProductPage,View,292
804,69,1,10/2/2024,ProductPage,View,226
805,99,7,12/21/2024,Homepage,View,137
806,39,15,11/5/2025,ProductPage,View,166
807,8,16,6/7/2024,Homepage,Click,94
808,24,16,4/30/2025,ProductPage,Click,276
809,27,17,5/6/2025,Checkout,Purchase,196
810,37,18,12/26/2023,ProductPage,View,87
811,30,6,8/18/2024,Homepage,View,55
812,49,9,11/26/2023,Homepage,View,191
813,23,1,4/6/2023,Checkout,Drop-off,NULL
814,53,10,7/11/2025,Homepage,Click,63
815,100,10,7/18/2023,Checkout,Purchase,167
816,1,20,12/17/2023,Homepage,Click,71
817,98,2,12/23/2024,checkout,Purchase,46
818,80,3,4/24/2023,Homepage,View,206
819,24,9,1/25/2025,Homepage,Click,144
820,19,1,3/24/2024,Homepage,Click,90
821,96,12,7/28/2024,Checkout,Purchase,82
822,84,12,5/19/2025,Homepage,Click,211
823,95,10,1/18/2024,Checkout,Purchase,279
824,73,4,4/3/2025,ProductPage,View,130
825,22,4,10/31/2025,ProductPage,View,80
826,18,4,10/23/2024,ProductPage,View,27
827,78,20,10/23/2024,ProductPage,View,68
828,84,3,4/9/2025,Checkout,Drop-off,NULL
829,8,8,3/21/2023,Homepage,Click,295
830,61,19,4/27/2024,Homepage,Click,223
831,42,3,2/17/2025,Homepage,View,257
832,2,15,11/26/2023,ProductPage,View,14
833,10,13,9/7/2024,Homepage,View,223
834,79,15,10/19/2024,ProductPage,View,12
835,87,1,9/30/2024,ProductPage,View,84
836,54,8,2/22/2025,ProductPage,View,94
837,64,10,10/2/2025,Homepage,Click,233
838,82,13,1/5/2023,ProductPage,Click,267
839,40,4,8/13/2023,Homepage,View,59
840,70,17,4/10/2025,ProductPage,View,231
841,27,6,10/18/2025,ProductPage,View,244
842,34,9,1/30/2025,Homepage,View,39
843,12,10,8/8/2023,ProductPage,View,30
844,82,16,8/9/2023,ProductPage,View,162
845,68,20,8/5/2025,Homepage,Click,236
846,43,10,3/21/2024,Homepage,View,99
847,47,10,8/20/2025,Checkout,Drop-off,NULL
848,83,16,1/3/2024,Checkout,Drop-off,NULL
849,21,15,9/27/2025,Homepage,View,177
850,5,15,8/4/2023,ProductPage,View,87
851,88,10,8/10/2023,Homepage,View,195
852,12,9,10/14/2024,checkout,Drop-off,NULL
853,69,12,11/2/2024,ProductPage,View,91
854,59,8,8/12/2023,ProductPage,View,40
855,96,1,2/20/2025,Homepage,View,129
856,77,5,12/9/2024,Homepage,View,75
857,51,13,7/18/2023,checkout,Drop-off,NULL
858,25,7,6/12/2023,Checkout,Drop-off,NULL
859,27,4,7/11/2023,homepage,Click,249
860,37,8,4/29/2025,Checkout,Drop-off,NULL
861,86,4,12/18/2024,Homepage,View,200
862,46,9,7/5/2024,Homepage,View,269
863,43,6,8/13/2023,ProductPage,View,208
864,89,19,6/28/2023,Checkout,Drop-off,NULL
865,78,1,6/19/2023,ProductPage,View,65
866,17,19,1/1/2024,Homepage,View,204
867,10,4,1/11/2024,Homepage,View,219
868,29,4,11/25/2025,Homepage,Click,41
869,81,6,11/13/2023,ProductPage,Click,87
870,16,16,8/21/2025,ProductPage,Click,35
871,60,19,7/21/2024,ProductPage,Click,57
872,85,19,11/5/2024,ProductPage,Click,61
873,52,15,4/4/2023,ProductPage,Click,74
874,20,4,12/17/2024,Checkout,Purchase,296
875,90,17,1/25/2023,Checkout,Drop-off,NULL
876,32,17,2/4/2025,Homepage,View,211
877,2,14,11/14/2025,Checkout,Drop-off,NULL
878,68,7,6/14/2023,ProductPage,View,67
879,64,15,3/20/2023,checkout,Drop-off,NULL
880,85,2,5/18/2023,Homepage,Click,93
881,97,9,3/16/2024,Checkout,Purchase,180
882,54,16,11/28/2023,ProductPage,View,56
883,34,20,4/1/2023,ProductPage,View,276
884,49,19,1/30/2025,Checkout,Drop-off,NULL
885,76,4,8/4/2025,Checkout,Drop-off,NULL
886,48,9,2/26/2023,Homepage,View,237
887,62,7,1/23/2023,Checkout,Drop-off,NULL
888,20,8,9/4/2025,ProductPage,View,123
889,87,5,9/13/2024,Homepage,View,27
890,92,10,9/13/2023,Homepage,Click,259
891,58,17,2/26/2025,Homepage,View,182
892,32,11,6/17/2024,Homepage,View,118
893,53,12,3/26/2025,ProductPage,View,176
894,63,2,8/20/2024,Homepage,Click,193
895,27,13,10/5/2025,Homepage,View,232
896,8,16,6/26/2023,productpage,View,273
897,19,1,5/7/2024,Homepage,View,236
898,94,15,10/14/2025,Homepage,Click,95
899,44,9,10/5/2024,Checkout,Purchase,170
900,68,9,5/1/2023,Homepage,View,119
901,95,20,5/11/2023,Checkout,Drop-off,NULL
902,57,8,9/8/2023,Homepage,View,159
903,38,13,7/3/2024,Homepage,View,270
904,50,8,6/13/2023,Homepage,Click,200
905,92,6,10/4/2024,Homepage,View,97
906,55,1,5/4/2024,Homepage,View,89
907,28,17,11/30/2025,ProductPage,View,180
908,45,7,7/12/2023,ProductPage,View,107
909,55,12,11/20/2023,Checkout,Drop-off,NULL
910,85,11,9/26/2023,ProductPage,View,33
911,57,20,1/23/2023,Homepage,View,209
912,51,15,3/8/2025,Homepage,Click,176
913,60,12,4/16/2025,Homepage,View,265
914,53,16,12/30/2024,Checkout,Drop-off,NULL
915,69,18,7/16/2025,ProductPage,View,276
916,49,18,10/29/2024,Homepage,Click,187
917,4,19,10/8/2023,ProductPage,Click,55
918,92,9,1/19/2024,Checkout,Drop-off,NULL
919,24,3,7/10/2024,ProductPage,View,158
920,20,11,12/4/2025,Checkout,Drop-off,NULL
921,57,10,1/28/2025,homepage,View,156
922,4,4,8/2/2024,ProductPage,View,178
923,68,9,6/3/2023,Homepage,Click,288
924,35,20,4/27/2023,Homepage,Click,70
925,36,7,7/10/2024,Homepage,View,82
926,20,1,1/27/2024,Homepage,Click,79
927,87,6,7/12/2025,Homepage,Click,295
928,73,4,1/19/2025,ProductPage,Click,17
929,79,19,3/1/2023,Homepage,View,218
930,36,7,9/6/2023,ProductPage,View,149
931,88,2,11/14/2023,Homepage,View,194
932,72,7,5/3/2025,Homepage,Click,98
933,67,1,12/2/2024,ProductPage,Click,237
934,47,20,8/2/2023,ProductPage,Click,85
935,48,3,7/2/2025,ProductPage,Click,55
936,43,11,7/27/2023,ProductPage,Click,52
937,87,4,8/24/2025,Homepage,Click,61
938,88,18,9/24/2024,ProductPage,Click,187
939,28,14,2/4/2024,ProductPage,Click,226
940,84,18,1/21/2023,Homepage,View,286
941,83,5,4/16/2023,Homepage,View,125
942,59,14,2/26/2023,Checkout,Drop-off,NULL
943,81,4,3/19/2024,Checkout,Drop-off,NULL
944,79,11,5/30/2023,ProductPage,View,79
945,79,5,12/7/2024,ProductPage,View,261
946,55,7,4/20/2024,homepage,Click,224
947,98,3,1/15/2024,productpage,Click,38
948,30,7,3/24/2025,ProductPage,Click,27
949,54,19,1/7/2025,Homepage,Click,138
950,35,14,4/7/2023,Checkout,Purchase,171
951,36,13,5/17/2024,Checkout,Drop-off,NULL
952,6,11,2/5/2024,Checkout,Drop-off,NULL
953,59,9,9/28/2024,Homepage,View,136
954,79,17,5/15/2024,Homepage,Click,16
955,33,19,5/8/2025,Checkout,Purchase,260
956,90,12,1/13/2025,ProductPage,View,62
957,98,15,8/7/2023,ProductPage,View,219
958,44,6,4/26/2023,Homepage,Click,235
959,21,4,7/12/2023,Homepage,View,16
960,60,1,2/9/2025,Checkout,Drop-off,NULL
961,69,8,11/19/2024,ProductPage,View,278
962,34,18,6/9/2024,Homepage,Click,211
963,50,11,8/23/2024,Checkout,Purchase,114
964,20,2,12/10/2024,ProductPage,View,140
965,13,14,12/7/2023,Checkout,Drop-off,NULL
966,62,6,1/4/2025,Checkout,Drop-off,NULL
967,60,9,6/7/2023,Checkout,Drop-off,NULL
968,45,9,6/20/2024,Homepage,Click,10
969,48,11,2/28/2024,Checkout,Purchase,174
970,22,19,8/19/2023,Homepage,View,199
971,100,14,9/20/2024,ProductPage,View,100
972,100,9,2/28/2023,Checkout,Drop-off,NULL
973,91,7,8/4/2024,Homepage,View,82
974,61,5,6/21/2025,Homepage,Click,138
975,25,18,8/18/2025,Homepage,Click,134
976,76,5,7/5/2023,Homepage,View,187
977,58,4,1/22/2023,ProductPage,View,294
978,59,13,9/7/2025,Checkout,Drop-off,NULL
979,30,8,4/20/2023,Homepage,Click,13
980,95,7,2/11/2023,Checkout,Purchase,119
981,63,14,10/1/2023,Homepage,View,292
982,33,20,5/30/2023,Homepage,Click,78
983,76,7,8/21/2024,productpage,Click,154
984,57,14,1/1/2024,homepage,Click,200
985,20,3,1/13/2025,ProductPage,Click,283
986,65,12,4/13/2024,ProductPage,Click,141
987,19,10,8/3/2024,Homepage,View,227
988,39,5,3/18/2025,Homepage,Click,296
989,77,19,10/26/2025,ProductPage,Click,157
990,82,8,3/3/2024,Homepage,View,120
991,11,4,10/22/2023,ProductPage,View,273
992,84,15,1/27/2024,ProductPage,View,49
993,44,16,6/19/2023,Homepage,Click,153
994,93,3,3/9/2024,Homepage,View,288
995,8,17,9/29/2025,ProductPage,View,135
996,54,4,12/18/2023,Homepage,Click,197
997,88,1,2/20/2024,ProductPage,Click,84
998,38,19,11/11/2023,Homepage,View,127
999,41,17,11/23/2024,ProductPage,View,290
1000,69,8,11/22/2023,Homepage,Click,272
1001,78,2,8/19/2023,ProductPage,Click,108
1002,91,3,2/2/2024,Homepage,Click,291
1003,86,13,3/28/2024,Homepage,Click,64
1004,7,15,5/10/2024,Homepage,View,23
1005,61,11,4/4/2023,Checkout,Drop-off,NULL
1006,70,6,8/5/2024,ProductPage,View,163
1007,36,4,8/18/2025,Homepage,View,21
1008,4,11,2/1/2024,Homepage,Click,219
1009,12,19,3/29/2025,Checkout,Drop-off,NULL
1010,94,3,5/7/2025,Checkout,Drop-off,NULL
1011,98,17,7/3/2023,ProductPage,View,180
1012,39,6,4/1/2024,ProductPage,View,118
1013,21,20,4/15/2023,ProductPage,View,201
1014,95,20,2/28/2024,Homepage,Click,175
1015,8,11,1/14/2024,Checkout,Purchase,98
1016,47,20,1/19/2025,Homepage,View,181
1017,89,5,5/7/2025,ProductPage,View,161
1018,32,15,9/25/2025,Checkout,Drop-off,NULL
1019,22,14,7/20/2025,Homepage,View,100
1020,78,13,9/30/2023,ProductPage,View,37
1021,90,19,11/1/2023,Checkout,Drop-off,NULL
1022,52,12,11/8/2025,Homepage,View,64
1023,61,4,1/27/2024,ProductPage,View,265
1024,77,8,3/29/2024,Homepage,View,55
1025,53,13,12/3/2025,Checkout,Drop-off,NULL
1026,70,16,2/14/2023,ProductPage,View,109
1027,44,9,6/12/2023,Homepage,View,76
1028,38,13,10/28/2023,Homepage,View,122
1029,32,2,8/4/2023,ProductPage,View,149
1030,60,20,4/20/2024,ProductPage,View,201
1031,87,13,4/18/2023,Checkout,Drop-off,NULL
1032,82,14,5/28/2024,Homepage,Click,244
1033,75,11,8/14/2024,ProductPage,Click,234
1034,53,3,10/28/2024,ProductPage,Click,72
1035,82,6,8/19/2024,Homepage,Click,124
1036,22,7,4/11/2023,ProductPage,Click,30
1037,35,10,8/2/2024,Checkout,Purchase,289
1038,71,2,11/5/2025,ProductPage,View,208
1039,68,10,9/9/2024,Checkout,Drop-off,NULL
1040,83,9,5/15/2023,Checkout,Drop-off,NULL
1041,38,9,9/16/2024,ProductPage,View,34
1042,36,12,10/27/2025,Homepage,Click,246
1043,31,2,9/11/2025,Checkout,Purchase,249
1044,37,10,1/17/2024,ProductPage,View,251
1045,95,12,7/14/2024,Checkout,Drop-off,NULL
1046,64,5,3/9/2024,ProductPage,View,271
1047,92,18,2/21/2023,ProductPage,View,98
1048,71,16,6/9/2023,Checkout,Drop-off,NULL
1049,50,17,2/2/2025,Homepage,View,245
1050,67,12,6/22/2023,ProductPage,View,72
1051,97,15,12/1/2025,Homepage,View,268
1052,58,13,6/16/2024,ProductPage,View,299
1053,29,12,2/2/2025,Homepage,View,251
1054,30,10,11/18/2023,ProductPage,View,110
1055,8,4,12/29/2024,ProductPage,View,133
1056,12,15,3/31/2025,ProductPage,View,145
1057,96,13,1/12/2023,Homepage,Click,187
1058,19,13,3/15/2023,Homepage,Click,178
1059,30,12,1/19/2023,ProductPage,Click,128
1060,8,13,3/29/2023,Homepage,Click,264
1061,56,10,9/28/2024,Homepage,View,105
1062,13,2,12/14/2025,Homepage,Click,21
1063,44,18,1/3/2024,Checkout,Purchase,208
1064,28,17,8/2/2025,Checkout,Drop-off,NULL
1065,44,1,3/21/2024,Homepage,Click,81
1066,37,6,8/30/2024,Homepage,View,232
1067,77,15,1/5/2025,ProductPage,View,122
1068,60,16,10/8/2025,Homepage,Click,136
1069,73,16,6/26/2024,Checkout,Purchase,56
1070,88,8,3/2/2024,Homepage,View,206
1071,79,5,10/28/2025,Checkout,Drop-off,NULL
1072,28,1,6/4/2023,ProductPage,View,149
1073,28,16,10/4/2024,Homepage,View,285
1074,44,9,12/31/2024,Homepage,Click,93
1075,14,18,7/20/2023,Homepage,Click,186
1076,28,9,7/31/2024,ProductPage,Click,63
1077,6,1,3/13/2025,Homepage,Click,140
1078,29,8,7/30/2024,Homepage,View,163
1079,67,12,2/10/2024,Homepage,View,280
1080,70,20,3/1/2023,ProductPage,View,216
1081,32,9,3/21/2025,Homepage,View,124
1082,92,19,7/25/2023,Checkout,Drop-off,NULL
1083,25,10,1/29/2025,Homepage,Click,173
1084,77,3,7/2/2023,ProductPage,Click,250
1085,6,3,12/9/2025,Homepage,Click,139
1086,4,16,8/15/2024,ProductPage,Click,74
1087,65,4,4/7/2025,Homepage,View,133
1088,80,9,6/12/2023,Checkout,Drop-off,NULL
1089,18,18,9/27/2024,Checkout,Drop-off,NULL
1090,93,10,4/4/2025,Homepage,View,117
1091,48,11,2/22/2025,ProductPage,View,20
1092,95,16,2/1/2023,ProductPage,View,92
1093,92,3,4/25/2024,homepage,Click,29
1094,79,6,8/2/2023,Homepage,View,23
1095,26,10,1/12/2025,Checkout,Drop-off,NULL
1096,70,15,4/4/2023,Homepage,Click,225
1097,89,8,5/23/2023,Homepage,View,132
1098,57,18,8/3/2025,Checkout,Drop-off,NULL
1099,33,19,8/8/2025,Checkout,Drop-off,NULL
1100,79,1,2/10/2023,Checkout,Drop-off,NULL
1101,49,9,9/1/2023,Checkout,Drop-off,NULL
1102,95,5,2/25/2025,ProductPage,View,107
1103,52,6,8/17/2025,ProductPage,View,244
1104,80,2,6/2/2024,Homepage,View,143
1105,36,11,2/3/2023,Homepage,View,150
1106,100,7,3/25/2024,Checkout,Drop-off,NULL
1107,20,8,8/19/2025,ProductPage,View,63
1108,10,20,7/25/2024,ProductPage,View,252
1109,5,14,12/29/2024,ProductPage,View,205
1110,17,19,12/23/2023,Homepage,Click,275
1111,5,17,3/25/2023,Homepage,View,164
1112,79,11,4/11/2023,ProductPage,View,70
1113,12,17,9/18/2024,ProductPage,View,291
1114,41,12,5/18/2023,Homepage,View,174
1115,91,13,4/20/2024,homepage,Click,288
1116,41,12,8/21/2023,Homepage,Click,46
1117,27,4,3/3/2024,Homepage,Click,155
1118,84,20,7/16/2024,ProductPage,Click,175
1119,45,16,11/4/2025,ProductPage,Click,206
1120,34,1,7/16/2025,Homepage,View,233
1121,84,4,7/16/2025,Homepage,View,22
1122,69,4,10/3/2025,Homepage,Click,54
1123,4,10,10/22/2024,Homepage,Click,236
1124,67,7,9/6/2025,Checkout,Purchase,83
1125,59,18,1/4/2024,ProductPage,View,202
1126,62,6,12/11/2024,Homepage,View,236
1127,69,3,12/25/2024,Homepage,Click,277
1128,84,18,1/6/2024,Checkout,Purchase,18
1129,13,13,10/6/2024,Checkout,Drop-off,NULL
1130,71,13,3/18/2025,Homepage,Click,231
1131,29,1,2/2/2025,ProductPage,Click,227
1132,88,16,4/7/2023,ProductPage,Click,247
1133,36,1,1/26/2025,ProductPage,Click,87
1134,27,12,3/8/2025,Homepage,View,63
1135,36,7,12/17/2024,Checkout,Drop-off,NULL
1136,25,16,4/11/2024,ProductPage,View,124
1137,30,19,4/17/2024,Checkout,Drop-off,NULL
1138,44,19,4/24/2024,Homepage,View,188
1139,45,14,1/20/2023,Homepage,View,250
1140,24,20,12/7/2023,Checkout,Drop-off,NULL
1141,69,12,5/31/2024,homepage,View,14
1142,73,14,5/29/2023,Homepage,View,96
1143,97,11,11/17/2024,Checkout,Drop-off,NULL
1144,50,2,3/5/2023,Homepage,View,46
1145,85,17,10/19/2025,Homepage,View,236
1146,72,3,9/12/2025,ProductPage,View,141
1147,78,11,7/28/2025,Homepage,View,37
1148,92,1,2/26/2025,ProductPage,View,130
1149,47,5,8/9/2023,homepage,Click,196
1150,44,2,3/13/2024,Homepage,View,93
1151,63,3,6/19/2023,Homepage,View,42
1152,20,10,8/25/2023,Homepage,View,166
1153,81,2,1/3/2024,ProductPage,View,171
1154,54,7,8/27/2023,ProductPage,View,203
1155,91,15,8/7/2023,ProductPage,View,64
1156,48,1,2/16/2023,Homepage,Click,182
1157,98,16,8/21/2024,ProductPage,Click,110
1158,29,8,9/2/2025,Homepage,Click,268
1159,11,12,4/19/2023,Homepage,Click,20
1160,25,15,3/3/2025,Checkout,Purchase,124
1161,66,20,6/26/2024,ProductPage,View,267
1162,94,19,5/1/2024,ProductPage,View,44
1163,50,6,9/5/2024,Homepage,Click,11
1164,68,7,11/24/2023,ProductPage,Click,300
1165,24,8,3/3/2023,Homepage,Click,203
1166,83,19,2/20/2024,Checkout,Purchase,69
1167,85,1,3/10/2025,Homepage,View,13
1168,89,3,5/7/2023,Homepage,View,279
1169,25,11,7/31/2024,Checkout,Drop-off,NULL
1170,78,3,7/7/2025,ProductPage,View,299
1171,55,8,10/27/2023,ProductPage,View,272
1172,31,18,9/13/2024,Homepage,View,129
